,Time,Liquid Pressure [Pa] ,Liquid Saturation ,Temperature [C] ,Total Tracer_river [M] ,qlx [m/h] ,qly [m/h] ,qlz [m/h] ,northing,easting,elevation,cell_id
5,8646.0,121947.1,1.0,5.745726,1.000003,-4.321009e-05,-1.845742e-05,-0.0007239194,116300.0,594470.0,103.522,54060.0
6,8647.0,121698.2,1.0,5.746066,1.000003,-3.412368e-05,-1.483929e-05,-0.0005720994,116300.0,594470.0,103.522,54060.0
7,8648.0,121368.7,1.0,5.746429,1.000002,-2.537562e-05,-1.131977e-05,-0.0004258155,116300.0,594470.0,103.522,54060.0
8,8649.0,120846.7,1.0,5.746817,1.000002,-1.026908e-05,-5.316985e-06,-0.000173266,116300.0,594470.0,103.522,54060.0
9,8650.0,120512.2,1.0,5.747222,1.000002,-4.842263e-06,-2.972998e-06,-8.242557e-05,116300.0,594470.0,103.522,54060.0
10,8651.0,119931.7,1.0,5.747712,1.000002,9.423236e-06,2.590319e-06,0.0001562168,116300.0,594470.0,103.522,54060.0
11,8652.0,119422.4,1.0,5.748275,1.000001,1.856774e-05,6.352201e-06,0.0003094878,116300.0,594470.0,103.522,54060.0
0,8641.0,125115.6,1.0,5.75093,1.000002,3.384993e-05,-0.0001392209,-0.002053692,116300.0,594470.0,103.105,51625.0
1,8642.0,125596.4,1.0,5.751073,1.000002,4.197737e-05,-0.0001728447,-0.002551017,116300.0,594470.0,103.105,51625.0
2,8643.0,125875.9,1.0,5.751187,1.000002,4.368718e-05,-0.0001798342,-0.002654232,116300.0,594470.0,103.105,51625.0
3,8644.0,126104.8,1.0,5.751277,1.000003,4.492533e-05,-0.0001849937,-0.002732193,116300.0,594470.0,103.105,51625.0
4,8645.0,126173.2,1.0,5.751364,1.000003,4.28903e-05,-0.0001764879,-0.002606163,116300.0,594470.0,103.105,51625.0
5,8646.0,126085.8,1.0,5.751456,1.000003,3.721724e-05,-0.0001528519,-0.002254352,116300.0,594470.0,103.105,51625.0
6,8647.0,125825.0,1.0,5.751583,1.000002,2.950828e-05,-0.0001208151,-0.001778154,116300.0,594470.0,103.105,51625.0
7,8648.0,125484.3,1.0,5.751757,1.000002,2.205735e-05,-8.989289e-05,-0.001318667,116300.0,594470.0,103.105,51625.0
8,8649.0,124942.7,1.0,5.752002,1.000002,9.235455e-06,-3.67571e-05,-0.0005292831,116300.0,594470.0,103.105,51625.0
9,8650.0,124602.2,1.0,5.752297,1.000002,4.540644e-06,-1.74239e-05,-0.0002438939,116300.0,594470.0,103.105,51625.0
10,8651.0,124002.6,1.0,5.752795,1.000002,-7.51426e-06,3.270094e-05,0.0005031675,116300.0,594470.0,103.105,51625.0
11,8652.0,123482.2,1.0,5.753457,1.000001,-1.530979e-05,6.491775e-05,0.0009809296,116300.0,594470.0,103.105,51625.0
0,8641.0,120797.6,1.0,5.72837,1.000001,-0.0007562514,-0.0004948373,-0.00580279,116310.0,594470.0,103.606,10765.0
1,8642.0,121417.4,1.0,5.727389,1.000001,-0.0009312809,-0.0006077534,-0.007146715,116310.0,594470.0,103.606,10765.0
2,8643.0,121725.7,1.0,5.72574,1.000001,-0.0009658238,-0.0006299956,-0.00741308,116310.0,594470.0,103.606,10765.0
3,8644.0,121972.7,1.0,5.723325,1.000001,-0.0009904203,-0.0006446265,-0.00760466,116310.0,594470.0,103.606,10765.0
4,8645.0,122005.8,1.0,5.720367,1.000001,-0.000944242,-0.0006148277,-0.007250784,116310.0,594470.0,103.606,10765.0
5,8646.0,121823.0,1.0,5.717256,1.000001,-0.0008168766,-0.0005336372,-0.006271435,116310.0,594470.0,103.606,10765.0
6,8647.0,121432.6,1.0,5.714511,1.000001,-0.0006463481,-0.000424756,-0.004960184,116310.0,594470.0,103.606,10765.0
7,8648.0,120966.5,1.0,5.712259,1.000001,-0.0004827727,-0.0003202797,-0.003701443,116310.0,594470.0,103.606,10765.0
8,8649.0,120208.2,1.0,5.710522,1.000001,-0.0001969897,-0.0001370781,-0.00150375,116310.0,594470.0,103.606,10765.0
9,8650.0,119786.9,1.0,5.709244,1.0,-9.638267e-05,-7.183514e-05,-0.0007308455,116310.0,594470.0,103.606,10765.0
10,8651.0,118984.8,1.0,5.708409,1.0,0.0001735519,0.0001002281,0.00134728,116310.0,594470.0,103.606,10765.0
11,8652.0,118329.9,1.0,5.707754,0.9999997,0.0003470689,0.0002125076,0.002681667,116310.0,594470.0,103.606,10765.0
0,8641.0,130759.9,1.0,6.086003,0.9999472,-0.09066078,-0.2127827,0.05198847,116260.0,594490.0,102.49,93269.0
1,8642.0,131142.7,1.0,6.087596,0.9999446,-0.1145984,-0.2689697,0.06569392,116260.0,594490.0,102.49,93269.0
2,8643.0,131398.2,1.0,6.090419,0.9999456,-0.1199379,-0.2834952,0.06900636,116260.0,594490.0,102.49,93269.0
3,8644.0,131612.3,1.0,6.092602,0.9999487,-0.1246735,-0.2946597,0.07171257,116260.0,594490.0,102.49,93269.0
4,8645.0,131702.0,1.0,6.092912,0.9999521,-0.1190653,-0.2826976,0.06866263,116260.0,594490.0,102.49,93269.0
5,8646.0,131673.5,1.0,6.091235,0.9999554,-0.1026666,-0.2472305,0.05968408,116260.0,594490.0,102.49,93269.0
6,8647.0,131497.0,1.0,6.088959,0.999958,-0.08008823,-0.1964208,0.04706673,116260.0,594490.0,102.49,93269.0
7,8648.0,131239.4,1.0,6.086872,0.9999597,-0.05797043,-0.1466836,0.03469583,116260.0,594490.0,102.49,93269.0
8,8649.0,130838.3,1.0,6.085697,0.9999606,-0.02078448,-0.06452319,0.01406448,116260.0,594490.0,102.49,93269.0
9,8650.0,130558.1,1.0,6.085581,0.9999609,-0.006659016,-0.03059,0.005844271,116260.0,594490.0,102.49,93269.0
10,8651.0,130088.7,1.0,6.090234,0.9999563,0.02946733,0.04587079,-0.01380156,116260.0,594490.0,102.49,93269.0
11,8652.0,129659.7,1.0,6.100124,0.9999474,0.05229675,0.09647104,-0.02656303,116260.0,594490.0,102.49,93269.0
0,8641.0,112242.9,1.0,6.01109,0.9999752,-0.05621732,-0.08560642,0.02932468,116260.0,594480.0,104.373,103126.0
1,8642.0,112612.2,1.0,6.007868,0.9999773,-0.07253811,-0.1110232,0.03713929,116260.0,594480.0,104.373,103126.0
2,8643.0,112864.9,1.0,6.003296,0.9999813,-0.07571379,-0.1208522,0.03892335,116260.0,594480.0,104.373,103126.0
3,8644.0,113076.6,1.0,5.996742,0.9999864,-0.0783805,-0.1282412,0.0402277,116260.0,594480.0,104.373,103126.0
4,8645.0,113169.5,1.0,5.987959,0.9999907,-0.07493727,-0.1229148,0.03819912,116260.0,594480.0,104.373,103126.0
5,8646.0,113149.9,1.0,5.976504,0.9999934,-0.06419034,-0.1068017,0.03316836,116260.0,594480.0,104.373,103126.0
6,8647.0,112985.8,1.0,5.965672,0.9999949,-0.04995847,-0.08068243,0.02566804,116260.0,594480.0,104.373,103126.0
7,8648.0,112740.7,1.0,5.957291,0.9999956,-0.03556876,-0.05844582,0.01864887,116260.0,594480.0,104.373,103126.0
8,8649.0,112360.6,1.0,5.953798,0.9999957,-0.01224462,-0.02414477,0.006614521,116260.0,594480.0,104.373,103126.0
9,8650.0,112088.5,1.0,5.954247,0.9999955,-0.003723809,-0.01064671,0.002141925,116260.0,594480.0,104.373,103126.0
10,8651.0,111639.7,1.0,5.962856,0.9999879,0.01763852,0.01805415,-0.008999323,116260.0,594480.0,104.373,103126.0
11,8652.0,111223.9,1.0,5.9769,0.9999555,0.03018027,0.03576233,-0.01575439,116260.0,594480.0,104.373,103126.0
0,8641.0,109048.8,1.0,5.750528,1.000001,-0.002790271,-0.00103178,-0.02161942,116250.0,594480.0,104.73,60492.0
1,8642.0,109544.6,1.0,5.747567,1.000001,-0.001800707,-0.0006269036,-0.030281,116250.0,594480.0,104.73,60492.0
2,8643.0,109830.3,1.0,5.743757,1.000001,-0.001275903,-0.0005751723,-0.03239166,116250.0,594480.0,104.73,60492.0
3,8644.0,110080.2,1.0,5.739002,1.000002,-0.0003579837,-0.0002950266,-0.03481976,116250.0,594480.0,104.73,60492.0
4,8645.0,110149.9,1.0,5.733715,1.000002,-0.0003366382,-0.0002822819,-0.03325243,116250.0,594480.0,104.73,60492.0
5,8646.0,110060.4,1.0,5.728202,1.000002,-0.0002813264,-0.0002466636,-0.02849716,116250.0,594480.0,104.73,60492.0
6,8647.0,109781.8,1.0,5.723595,1.000002,-0.001208013,-0.0004387005,-0.02096537,116250.0,594480.0,104.73,60492.0
7,8648.0,109445.9,1.0,5.72034,1.000002,-0.0009213323,-0.0003897677,-0.01476051,116250.0,594480.0,104.73,60492.0
8,8649.0,108914.0,1.0,5.719271,1.000001,-0.00051332,-0.0002025343,-0.004311105,116250.0,594480.0,104.73,60492.0
9,8650.0,108594.3,1.0,5.719722,1.000001,-6.332296e-05,-6.196865e-05,-0.0009114603,116250.0,594480.0,104.73,60492.0
10,8651.0,108090.3,1.0,5.722078,1.000001,0.0007119738,0.0003924062,0.002297529,116250.0,594480.0,104.73,60492.0
11,8652.0,107673.2,1.0,5.724482,1.0,0.0008456463,0.0004919357,0.002220018,116250.0,594480.0,104.73,60492.0
0,8641.0,125003.3,1.0,5.788847,1.0,0.001827445,-0.001529838,-0.03455967,116270.0,594480.0,103.112,51666.0
1,8642.0,125478.6,1.0,5.782428,1.000001,0.002309917,-0.001929649,-0.04371069,116270.0,594480.0,103.112,51666.0
2,8643.0,125755.5,1.0,5.775497,1.000001,0.002418665,-0.002020153,-0.04575567,116270.0,594480.0,103.112,51666.0
3,8644.0,125988.1,1.0,5.768008,1.000001,0.002515028,-0.002097565,-0.04759115,116270.0,594480.0,103.112,51666.0
4,8645.0,126056.6,1.0,5.760534,1.000002,0.00240154,-0.002003863,-0.04542458,116270.0,594480.0,103.112,51666.0
5,8646.0,125965.3,1.0,5.753369,1.000002,0.002067471,-0.001730072,-0.03905759,116270.0,594480.0,103.112,51666.0
6,8647.0,125701.9,1.0,5.747534,1.000002,0.001608096,-0.001352613,-0.03031621,116270.0,594480.0,103.112,51666.0
7,8648.0,125359.6,1.0,5.743421,1.000002,0.001162197,-0.0009856207,-0.02183628,116270.0,594480.0,103.112,51666.0
8,8649.0,124816.5,1.0,5.741729,1.000001,0.0004129819,-0.0003682912,-0.007593749,116270.0,594480.0,103.112,51666.0
9,8650.0,124482.4,1.0,5.741799,1.000001,0.0001361048,-0.0001365442,-0.002352744,116270.0,594480.0,103.112,51666.0
10,8651.0,123877.8,1.0,5.747996,0.9999998,-0.0005850079,0.0004530169,0.01132285,116270.0,594480.0,103.112,51666.0
11,8652.0,123363.8,1.0,5.758658,0.9999969,-0.00103116,0.0008225295,0.01977216,116270.0,594480.0,103.112,51666.0
0,8641.0,124147.3,1.0,6.034325,0.9999749,-0.01618612,-0.04689832,-7.341581e-05,116260.0,594480.0,103.173,97251.0
1,8642.0,124553.2,1.0,6.027341,0.9999796,-0.01994998,-0.05903933,-0.0003030866,116260.0,594480.0,103.173,97251.0
2,8643.0,124814.8,1.0,6.014277,0.9999864,-0.02038135,-0.06221313,-0.0004401819,116260.0,594480.0,103.173,97251.0
3,8644.0,125033.6,1.0,5.99302,0.9999924,-0.02081315,-0.06458285,-0.0005912263,116260.0,594480.0,103.173,97251.0
4,8645.0,125118.5,1.0,5.96549,0.9999964,-0.0196806,-0.06213684,-0.0005682296,116260.0,594480.0,103.173,97251.0
5,8646.0,125075.6,1.0,5.93508,0.9999985,-0.01678823,-0.05471275,-0.0003946558,116260.0,594480.0,103.173,97251.0
6,8647.0,124878.5,1.0,5.908544,0.9999996,-0.01301077,-0.04421581,-0.0001271057,116260.0,594480.0,103.173,97251.0
7,8648.0,124600.7,1.0,5.888425,1.0,-0.009381243,-0.03357991,9.23607e-05,116260.0,594480.0,103.173,97251.0
8,8649.0,124166.1,1.0,5.877233,1.0,-0.002669603,-0.01606356,0.0002918488,116260.0,594480.0,103.173,97251.0
9,8650.0,123871.9,1.0,5.873044,1.0,-0.0003946233,-0.008326238,0.0002877529,116260.0,594480.0,103.173,97251.0
10,8651.0,123371.5,1.0,5.87801,0.9999996,0.006683683,0.008187272,0.00028388,116260.0,594480.0,103.173,97251.0
11,8652.0,122921.8,1.0,5.886817,0.9999985,0.0110394,0.01974298,0.0001404696,116260.0,594480.0,103.173,97251.0
0,8641.0,123353.4,1.0,5.783646,1.0,0.0001113105,0.0003294526,-0.003394469,116260.0,594490.0,103.275,52613.0
1,8642.0,123813.6,1.0,5.783948,1.0,0.0001411373,0.0004179675,-0.004302955,116260.0,594490.0,103.275,52613.0
2,8643.0,124086.7,1.0,5.784168,1.0,0.0001478908,0.0004378887,-0.004509311,116260.0,594490.0,103.275,52613.0
3,8644.0,124316.9,1.0,5.784305,1.000001,0.000154101,0.0004564331,-0.004697569,116260.0,594490.0,103.275,52613.0
4,8645.0,124388.6,1.0,5.784433,1.000001,0.0001471337,0.0004356948,-0.004485805,116260.0,594490.0,103.275,52613.0
5,8646.0,124306.6,1.0,5.784581,1.000001,0.0001263937,0.0003739137,-0.003856471,116260.0,594490.0,103.275,52613.0
6,8647.0,124056.3,1.0,5.784866,1.0,9.785739e-05,0.0002890436,-0.002989644,116260.0,594490.0,103.275,52613.0
7,8648.0,123727.1,1.0,5.785332,1.0,7.015559e-05,0.0002066273,-0.002147341,116260.0,594490.0,103.275,52613.0
8,8649.0,123206.0,1.0,5.786069,1.0,2.374793e-05,6.855063e-05,-0.000736814,116260.0,594490.0,103.275,52613.0
9,8650.0,122881.3,1.0,5.787003,0.9999998,6.674458e-06,1.793099e-05,-0.0002148072,116260.0,594490.0,103.275,52613.0
10,8651.0,122297.4,1.0,5.78895,0.9999993,-3.78211e-05,-0.0001147665,0.001142717,116260.0,594490.0,103.275,52613.0
11,8652.0,121797.7,1.0,5.791615,0.9999986,-6.510259e-05,-0.0001958812,0.001979366,116260.0,594490.0,103.275,52613.0
0,8641.0,116675.2,1.0,5.757276,1.000001,-0.001641834,-0.0003409604,-0.03991225,116260.0,594480.0,103.95,56528.0
1,8642.0,117120.1,1.0,5.75274,1.000001,-0.002078551,-0.0004279334,-0.0505607,116260.0,594480.0,103.95,56528.0
2,8643.0,117389.9,1.0,5.747628,1.000002,-0.002174948,-0.0004491412,-0.05296501,116260.0,594480.0,103.95,56528.0
3,8644.0,117616.8,1.0,5.741792,1.000002,-0.002263992,-0.0004645565,-0.05514587,116260.0,594480.0,103.95,56528.0
4,8645.0,117692.1,1.0,5.735619,1.000002,-0.002160931,-0.0004447772,-0.05264811,116260.0,594480.0,103.95,56528.0
5,8646.0,117620.8,1.0,5.729395,1.000002,-0.001856106,-0.0003885651,-0.04526388,116260.0,594480.0,103.95,56528.0
6,8647.0,117385.2,1.0,5.724246,1.000002,-0.001439384,-0.0003090387,-0.03510835,116260.0,594480.0,103.95,56528.0
7,8648.0,117070.3,1.0,5.720651,1.000002,-0.001033318,-0.0002317061,-0.02524058,116260.0,594480.0,103.95,56528.0
8,8649.0,116573.3,1.0,5.719357,1.000001,-0.0003504418,-0.0001023292,-0.008706867,116260.0,594480.0,103.95,56528.0
9,8650.0,116257.4,1.0,5.719777,1.000001,-9.825385e-05,-5.064055e-05,-0.00258658,116260.0,594480.0,103.95,56528.0
10,8651.0,115696.8,1.0,5.730508,0.9999999,0.0005587157,6.870054e-05,0.01331397,116260.0,594480.0,103.95,56528.0
11,8652.0,115211.4,1.0,5.747278,0.9999978,0.0009653155,0.0001471818,0.02313076,116260.0,594480.0,103.95,56528.0
0,8641.0,115691.0,1.0,5.760588,1.000001,0.000860851,-0.001556894,-0.04023287,116260.0,594480.0,104.054,57112.0
1,8642.0,116146.0,1.0,5.754755,1.000001,0.00109144,-0.001969795,-0.05098628,116260.0,594480.0,104.054,57112.0
2,8643.0,116418.0,1.0,5.748137,1.000002,0.001143446,-0.002065696,-0.05342109,116260.0,594480.0,104.054,57112.0
3,8644.0,116647.1,1.0,5.740554,1.000002,0.0011907,-0.002148632,-0.05563247,116260.0,594480.0,104.054,57112.0
4,8645.0,116720.0,1.0,5.732529,1.000002,0.001136352,-0.002052836,-0.05311346,116260.0,594480.0,104.054,57112.0
5,8646.0,116641.5,1.0,5.724518,1.000002,0.0009758876,-0.001771708,-0.04566222,116260.0,594480.0,104.054,57112.0
6,8647.0,116396.1,1.0,5.717972,1.000002,0.0007553684,-0.001381606,-0.03540814,116260.0,594480.0,104.054,57112.0
7,8648.0,116071.6,1.0,5.713481,1.000002,0.0005415174,-0.001002805,-0.02544541,116260.0,594480.0,104.054,57112.0
8,8649.0,115558.5,1.0,5.711886,1.000001,0.0001843198,-0.0003698533,-0.008766129,116260.0,594480.0,104.054,57112.0
9,8650.0,115236.8,1.0,5.712414,1.000001,5.298208e-05,-0.0001306764,-0.002585002,116260.0,594480.0,104.054,57112.0
10,8651.0,114660.5,1.0,5.722346,1.0,-0.000289472,0.0004717287,0.01345676,116260.0,594480.0,104.054,57112.0
11,8652.0,114165.9,1.0,5.737768,0.9999979,-0.0004922442,0.0008519905,0.02335514,116260.0,594480.0,104.054,57112.0
0,8641.0,112354.4,1.0,6.003927,0.9999763,-0.03497526,-0.08542145,0.02018407,116260.0,594480.0,104.362,103087.0
1,8642.0,112726.3,1.0,6.000762,0.9999792,-0.04419597,-0.1103518,0.0249526,116260.0,594480.0,104.362,103087.0
2,8643.0,112980.0,1.0,5.994968,0.9999843,-0.0453326,-0.1200501,0.02541853,116260.0,594480.0,104.362,103087.0
3,8644.0,113192.5,1.0,5.985234,0.9999897,-0.04587369,-0.1271086,0.02524331,116260.0,594480.0,104.362,103087.0
4,8645.0,113284.8,1.0,5.971436,0.9999936,-0.04349372,-0.121694,0.02385984,116260.0,594480.0,104.362,103087.0
5,8646.0,113263.6,1.0,5.954621,0.9999958,-0.03676495,-0.1060055,0.02093891,116260.0,594480.0,104.362,103087.0
6,8647.0,113096.8,1.0,5.939323,0.9999969,-0.02893156,-0.08003284,0.01667837,116260.0,594480.0,104.362,103087.0
7,8648.0,112849.3,1.0,5.928111,0.9999973,-0.02056366,-0.05811646,0.01227112,116260.0,594480.0,104.362,103087.0
8,8649.0,112465.7,1.0,5.923501,0.9999972,-0.005688252,-0.02385543,0.003953673,116260.0,594480.0,104.362,103087.0
9,8650.0,112192.2,1.0,5.923736,0.9999968,-0.0006931767,-0.01042002,0.0009679081,116260.0,594480.0,104.362,103087.0
10,8651.0,111740.4,1.0,5.930948,0.9999932,0.01364236,0.01835516,-0.007254135,116260.0,594480.0,104.362,103087.0
11,8652.0,111322.8,1.0,5.943316,0.9999762,0.02173594,0.03610653,-0.01227565,116260.0,594480.0,104.362,103087.0
0,8641.0,116672.6,1.0,5.783736,1.0,-0.000126036,0.001119072,-0.01504835,116260.0,594480.0,103.963,56616.0
1,8642.0,117150.8,1.0,5.78086,1.000001,-0.0001587993,0.001416972,-0.01901909,116260.0,594480.0,103.963,56616.0
2,8643.0,117428.6,1.0,5.777451,1.000001,-0.0001657724,0.001483095,-0.01990268,116260.0,594480.0,103.963,56616.0
3,8644.0,117661.8,1.0,5.77352,1.000001,-0.0001721091,0.001543708,-0.02069109,116260.0,594480.0,103.963,56616.0
4,8645.0,117729.7,1.0,5.76939,1.000002,-0.0001642475,0.001472755,-0.01974919,116260.0,594480.0,103.963,56616.0
5,8646.0,117636.5,1.0,5.76523,1.000002,-0.000141335,0.001263979,-0.01698754,116260.0,594480.0,103.963,56616.0
6,8647.0,117370.5,1.0,5.761626,1.000002,-0.0001099436,0.0009777463,-0.01319658,116260.0,594480.0,103.963,56616.0
7,8648.0,117025.6,1.0,5.758811,1.000002,-7.944388e-05,0.0007005792,-0.009519058,116260.0,594480.0,103.963,56616.0
8,8649.0,116478.4,1.0,5.757176,1.000002,-2.75577e-05,0.0002356528,-0.003331984,116260.0,594480.0,103.963,56616.0
9,8650.0,116142.6,1.0,5.756412,1.000001,-8.434375e-06,6.58569e-05,-0.001055337,116260.0,594480.0,103.963,56616.0
10,8651.0,115534.3,1.0,5.755784,1.000001,4.283178e-05,-0.000380135,0.004880127,116260.0,594480.0,103.963,56616.0
11,8652.0,115017.7,1.0,5.755911,1.0,7.470206e-05,-0.0006532271,0.008552824,116260.0,594480.0,103.963,56616.0
0,8641.0,125003.3,1.0,5.788847,1.0,0.001827445,-0.001529838,-0.03455967,116270.0,594480.0,103.112,51666.0
1,8642.0,125478.6,1.0,5.782428,1.000001,0.002309917,-0.001929649,-0.04371069,116270.0,594480.0,103.112,51666.0
2,8643.0,125755.5,1.0,5.775497,1.000001,0.002418665,-0.002020153,-0.04575567,116270.0,594480.0,103.112,51666.0
3,8644.0,125988.1,1.0,5.768008,1.000001,0.002515028,-0.002097565,-0.04759115,116270.0,594480.0,103.112,51666.0
4,8645.0,126056.6,1.0,5.760534,1.000002,0.00240154,-0.002003863,-0.04542458,116270.0,594480.0,103.112,51666.0
5,8646.0,125965.3,1.0,5.753369,1.000002,0.002067471,-0.001730072,-0.03905759,116270.0,594480.0,103.112,51666.0
6,8647.0,125701.9,1.0,5.747534,1.000002,0.001608096,-0.001352613,-0.03031621,116270.0,594480.0,103.112,51666.0
7,8648.0,125359.6,1.0,5.743421,1.000002,0.001162197,-0.0009856207,-0.02183628,116270.0,594480.0,103.112,51666.0
8,8649.0,124816.5,1.0,5.741729,1.000001,0.0004129819,-0.0003682912,-0.007593749,116270.0,594480.0,103.112,51666.0
9,8650.0,124482.4,1.0,5.741799,1.000001,0.0001361048,-0.0001365442,-0.002352744,116270.0,594480.0,103.112,51666.0
10,8651.0,123877.8,1.0,5.747996,0.9999998,-0.0005850079,0.0004530169,0.01132285,116270.0,594480.0,103.112,51666.0
11,8652.0,123363.8,1.0,5.758658,0.9999969,-0.00103116,0.0008225295,0.01977216,116270.0,594480.0,103.112,51666.0
0,8641.0,105467.9,1.0,5.720038,1.000001,-0.0004145985,0.0001629045,-0.00118062,116180.0,594500.0,105.125,19147.0
1,8642.0,106038.1,1.0,5.719774,1.000001,-0.0005344497,0.0002386944,-0.001559211,116180.0,594500.0,105.125,19147.0
2,8643.0,106345.6,1.0,5.719209,1.000001,-0.0005087013,0.0001707847,-0.00167612,116180.0,594500.0,105.125,19147.0
3,8644.0,106618.8,1.0,5.718281,1.000002,-0.0005455659,0.0001821411,-0.001802765,116180.0,594500.0,105.125,19147.0
4,8645.0,106662.9,1.0,5.717038,1.000002,-0.0005270869,0.0001740232,-0.001749443,116180.0,594500.0,105.125,19147.0
5,8646.0,106485.8,1.0,5.715639,1.000002,-0.0004557204,0.0001475482,-0.00152289,116180.0,594500.0,105.125,19147.0
6,8647.0,106101.2,1.0,5.714283,1.000001,-0.0003931232,0.0001643822,-0.001187959,116180.0,594500.0,105.125,19147.0
7,8648.0,105653.0,1.0,5.713019,1.000001,-0.000281209,9.887505e-05,-0.0008470782,116180.0,594500.0,105.125,19147.0
8,8649.0,104947.7,1.0,5.711791,1.000001,-8.669486e-05,2.08739e-05,-0.000296585,116180.0,594500.0,105.125,19147.0
9,8650.0,104576.1,1.0,5.710655,1.000001,9.496616e-06,-2.550163e-05,-4.727375e-05,116180.0,594500.0,105.125,19147.0
10,8651.0,103835.7,1.0,5.709393,1.0,0.0003889824,-0.0002435803,0.0004989198,116180.0,594500.0,105.125,19147.0
11,8652.0,103462.3,1.0,5.709776,1.0,0.0005953155,-0.0002631212,3.832865e-05,116180.0,594500.0,105.125,19147.0
0,8641.0,105467.9,1.0,5.720038,1.000001,-0.0004145985,0.0001629045,-0.00118062,116180.0,594500.0,105.125,19147.0
1,8642.0,106038.1,1.0,5.719774,1.000001,-0.0005344497,0.0002386944,-0.001559211,116180.0,594500.0,105.125,19147.0
2,8643.0,106345.6,1.0,5.719209,1.000001,-0.0005087013,0.0001707847,-0.00167612,116180.0,594500.0,105.125,19147.0
3,8644.0,106618.8,1.0,5.718281,1.000002,-0.0005455659,0.0001821411,-0.001802765,116180.0,594500.0,105.125,19147.0
4,8645.0,106662.9,1.0,5.717038,1.000002,-0.0005270869,0.0001740232,-0.001749443,116180.0,594500.0,105.125,19147.0
5,8646.0,106485.8,1.0,5.715639,1.000002,-0.0004557204,0.0001475482,-0.00152289,116180.0,594500.0,105.125,19147.0
6,8647.0,106101.2,1.0,5.714283,1.000001,-0.0003931232,0.0001643822,-0.001187959,116180.0,594500.0,105.125,19147.0
7,8648.0,105653.0,1.0,5.713019,1.000001,-0.000281209,9.887505e-05,-0.0008470782,116180.0,594500.0,105.125,19147.0
8,8649.0,104947.7,1.0,5.711791,1.000001,-8.669486e-05,2.08739e-05,-0.000296585,116180.0,594500.0,105.125,19147.0
9,8650.0,104576.1,1.0,5.710655,1.000001,9.496616e-06,-2.550163e-05,-4.727375e-05,116180.0,594500.0,105.125,19147.0
10,8651.0,103835.7,1.0,5.709393,1.0,0.0003889824,-0.0002435803,0.0004989198,116180.0,594500.0,105.125,19147.0
11,8652.0,103462.3,1.0,5.709776,1.0,0.0005953155,-0.0002631212,3.832865e-05,116180.0,594500.0,105.125,19147.0
0,8641.0,109847.9,1.0,5.758622,1.0,-0.0001077824,3.683231e-05,-0.001188948,116180.0,594500.0,104.625,60012.0
1,8642.0,110247.0,1.0,5.759514,1.000001,-0.0001361891,6.119964e-05,-0.001582249,116180.0,594500.0,104.625,60012.0
2,8643.0,110494.6,1.0,5.760411,1.000001,-0.0001244626,3.774718e-05,-0.00173604,116180.0,594500.0,104.625,60012.0
3,8644.0,110710.5,1.0,5.761324,1.000001,-0.0001328674,3.943285e-05,-0.001868926,116180.0,594500.0,104.625,60012.0
4,8645.0,110778.3,1.0,5.762282,1.000001,-0.0001275267,3.62524e-05,-0.00181556,116180.0,594500.0,104.625,60012.0
5,8646.0,110703.0,1.0,5.763318,1.000001,-0.0001091564,2.851804e-05,-0.001582683,116180.0,594500.0,104.625,60012.0
6,8647.0,110473.9,1.0,5.76446,1.000001,-9.654798e-05,3.591437e-05,-0.00121532,116180.0,594500.0,104.625,60012.0
7,8648.0,110179.0,1.0,5.765727,1.0,-6.905923e-05,1.531781e-05,-0.0008643589,116180.0,594500.0,104.625,60012.0
8,8649.0,109718.0,1.0,5.767132,1.0,-1.824647e-05,-3.303465e-06,-0.0003098137,116180.0,594500.0,104.625,60012.0
9,8650.0,109456.0,1.0,5.768641,1.0,7.493084e-06,-1.503207e-05,-6.325933e-05,116180.0,594500.0,104.625,60012.0
10,8651.0,108930.9,1.0,5.770769,0.999994,0.0001029044,-7.460315e-05,0.0003944475,116180.0,594500.0,104.625,60012.0
11,8652.0,108547.3,1.0,5.773033,0.9999871,0.0002112962,-9.652858e-05,0.0003957562,116180.0,594500.0,104.625,60012.0
0,8641.0,125991.6,1.0,11.80834,0.9937787,-0.007542717,-0.001617218,0.0003202667,116120.0,594470.0,102.9,486724.0
1,8642.0,126154.4,1.0,11.80696,0.9938035,-0.01009125,-0.0001696002,0.0003774147,116120.0,594470.0,102.9,486724.0
2,8643.0,126290.8,1.0,11.80528,0.9938333,-0.01151511,-0.0004295256,0.0004193604,116120.0,594470.0,102.9,486724.0
